Gene	Cytoband	(A) FLT3 mutation	(B) FLT3 non mutation	(A) FLT3 mutation	(B) FLT3 non mutation	Log Ratio	p-Value	q-Value	Higher expression in
ARAP2	4p14	2.47	2.81	0.91	0.84	-0.34	0.0278	0.119	(B) FLT3 non mutation
NOP2	12p13.31	4.70	4.56	0.35	0.45	0.14	0.0278	0.119	(A) FLT3 mutation
SESTD1	2q31.2	2.61	2.28	0.81	0.98	0.32	0.0279	0.119	(A) FLT3 mutation
PDE7B	6q23.3	0.97	0.76	0.51	0.67	0.21	0.0279	0.119	(A) FLT3 mutation
AQP5	12q13.12	0.00	0.01	0.00	0.06	-0.01	0.0279	0.119	(B) FLT3 non mutation
SLC6A4	17q11.2	0.10	0.16	0.09	0.26	-0.06	0.0279	0.119	(B) FLT3 non mutation
SCNN1A	12p13	0.44	0.51	0.15	0.25	-0.07	0.0279	0.119	(B) FLT3 non mutation
COQ3	6q16.2	2.15	1.98	0.45	0.52	0.18	0.0279	0.119	(A) FLT3 mutation
ACOT7	1p36.31	3.13	2.88	0.62	0.75	0.25	0.0279	0.119	(A) FLT3 mutation
NPC1L1	7p13	0.10	0.15	0.08	0.23	-0.05	0.0279	0.119	(B) FLT3 non mutation
EXOC7	17q25.1	4.83	4.73	0.27	0.33	0.11	0.0280	0.120	(A) FLT3 mutation
YKT6	7p13	4.35	4.23	0.29	0.36	0.12	0.0280	0.120	(A) FLT3 mutation
CFAP300	11q22.1	0.00	0.01	0.02	0.04	-0.01	0.0280	0.120	(B) FLT3 non mutation
MTUS2	13q12.3	0.38	0.59	0.49	0.74	-0.21	0.0280	0.120	(B) FLT3 non mutation
LEPR	1p31.3	2.35	2.65	0.75	0.93	-0.31	0.0280	0.120	(B) FLT3 non mutation
MCOLN3	1p22.3	0.08	0.12	0.10	0.13	-0.04	0.0280	0.120	(B) FLT3 non mutation
PKNOX1	21q22.3	3.17	3.02	0.41	0.35	0.15	0.0280	0.120	(A) FLT3 mutation
SNTG2	2p25.3	0.03	0.05	0.04	0.08	-0.02	0.0280	0.120	(B) FLT3 non mutation
EDAR	2q13	0.30	0.38	0.19	0.28	-0.08	0.0281	0.120	(B) FLT3 non mutation
ERCC5	13q33.1	4.77	4.64	0.31	0.38	0.13	0.0281	0.120	(A) FLT3 mutation
TTR	18q12.1	0.02	0.04	0.05	0.08	-0.02	0.0281	0.120	(B) FLT3 non mutation
KCNF1	2p25.1	0.01	0.06	0.04	0.26	-0.05	0.0281	0.120	(B) FLT3 non mutation
NRGN	11q24.2	4.06	4.73	1.82	1.60	-0.67	0.0281	0.120	(B) FLT3 non mutation
OR1E1	17p13.3	0.00	0.01	0.01	0.05	-0.01	0.0281	0.120	(B) FLT3 non mutation
OR51E2	11p15.4	0.00	0.00	0.00	0.01	-0.00	0.0282	0.120	(B) FLT3 non mutation
LRRC14B	5p15.33	0.04	0.10	0.09	0.25	-0.06	0.0282	0.120	(B) FLT3 non mutation
PTTG2	4p14	0.71	0.89	0.45	0.50	-0.18	0.0282	0.120	(B) FLT3 non mutation
ADM	11p15.4	0.84	1.20	0.95	0.90	-0.36	0.0282	0.120	(B) FLT3 non mutation
CSTF3	11p13	3.98	3.80	0.49	0.38	0.18	0.0282	0.120	(A) FLT3 mutation
ZNF534	19q13.41	0.18	0.24	0.14	0.20	-0.06	0.0282	0.120	(B) FLT3 non mutation
TMEM132D	12q24.33	0.00	0.01	0.01	0.03	-0.01	0.0282	0.120	(B) FLT3 non mutation
E2F7	12q21.2	1.65	1.37	0.73	0.70	0.27	0.0282	0.120	(A) FLT3 mutation
PRRT3	3p25.3	1.61	1.85	0.63	0.67	-0.24	0.0283	0.120	(B) FLT3 non mutation
EML2	19q13.32	3.39	3.22	0.41	0.50	0.17	0.0283	0.120	(A) FLT3 mutation
LPCAT1	5p15.33	4.40	4.16	0.64	0.65	0.24	0.0283	0.120	(A) FLT3 mutation
CCDC85A	2p16.1	0.03	0.10	0.10	0.31	-0.07	0.0283	0.120	(B) FLT3 non mutation
SNORA16A	1p35.3	3.43	3.20	0.60	0.66	0.23	0.0283	0.120	(A) FLT3 mutation
HPS4	22q12.1	3.83	4.06	0.56	0.69	-0.23	0.0283	0.120	(B) FLT3 non mutation
METTL21C	13q33.1	0.12	0.18	0.13	0.24	-0.06	0.0284	0.121	(B) FLT3 non mutation
SEMA4D	9q22.2	4.59	4.42	0.46	0.44	0.17	0.0284	0.121	(A) FLT3 mutation
CEP162	6q14.2-q14.3	2.49	2.33	0.43	0.39	0.16	0.0284	0.121	(A) FLT3 mutation
UXS1	2q12.2	4.17	4.01	0.40	0.44	0.16	0.0284	0.121	(A) FLT3 mutation
DEFB1	8p23.1	2.50	1.61	2.43	2.05	0.89	0.0284	0.121	(A) FLT3 mutation
WDR75	2q32.2	4.26	4.11	0.37	0.42	0.15	0.0284	0.121	(A) FLT3 mutation
VEGFC	4q34.3	0.31	0.46	0.35	0.51	-0.15	0.0284	0.121	(B) FLT3 non mutation
SLC16A14	2q36.3	0.38	0.53	0.34	0.56	-0.16	0.0285	0.121	(B) FLT3 non mutation
PLAG1	8q12.1	0.62	0.91	0.68	1.02	-0.30	0.0285	0.121	(B) FLT3 non mutation
MKRN3	15q11.2	1.01	0.59	1.15	0.96	0.42	0.0285	0.121	(A) FLT3 mutation
NRAP	10q25.3	0.00	0.00	0.00	0.01	-0.00	0.0285	0.121	(B) FLT3 non mutation
MBLAC2	5q14.3	2.66	2.43	0.62	0.60	0.23	0.0285	0.121	(A) FLT3 mutation
FAM32A	19p13.11	5.59	5.69	0.25	0.31	-0.10	0.0285	0.121	(B) FLT3 non mutation
CHST8	19q13.11	0.01	0.08	0.04	0.34	-0.07	0.0286	0.121	(B) FLT3 non mutation
PDCD6IP	3p22.3	5.44	5.33	0.27	0.30	0.11	0.0286	0.121	(A) FLT3 mutation
PDZRN3	3p13	0.06	0.10	0.09	0.14	-0.04	0.0286	0.121	(B) FLT3 non mutation
OSTCP1	6q25.3	0.01	0.02	0.02	0.03	-0.01	0.0286	0.121	(B) FLT3 non mutation
ACAD9	3q21.3	3.85	3.74	0.26	0.34	0.11	0.0286	0.121	(A) FLT3 mutation
PDCD6	5p15.33	4.11	4.00	0.29	0.26	0.11	0.0286	0.121	(A) FLT3 mutation
AMBP	9q32	0.08	0.12	0.08	0.11	-0.03	0.0286	0.121	(B) FLT3 non mutation
SELENOT	3q25.1	4.27	4.17	0.25	0.35	0.11	0.0287	0.121	(A) FLT3 mutation
TP53	17p13.1	5.31	5.12	0.46	0.61	0.19	0.0287	0.121	(A) FLT3 mutation
PHLDA1	12q21.2	1.28	0.99	0.73	0.85	0.29	0.0287	0.121	(A) FLT3 mutation
PRF1	10q22.1	2.88	3.32	1.16	1.21	-0.44	0.0287	0.121	(B) FLT3 non mutation
TRAPPC6A	19q13.32	4.25	4.05	0.51	0.66	0.21	0.0287	0.121	(A) FLT3 mutation
CSRP3	11p15.1	0.12	0.06	0.17	0.09	0.06	0.0287	0.121	(A) FLT3 mutation
PLGRKT	9p24.1	2.87	2.72	0.36	0.50	0.15	0.0287	0.121	(A) FLT3 mutation
SRMS	20q13.33	0.07	0.10	0.07	0.13	-0.03	0.0287	0.121	(B) FLT3 non mutation
PLPP1	5q11.2	3.18	3.36	0.47	0.52	-0.18	0.0288	0.121	(B) FLT3 non mutation
POLG2	17q23.3	4.45	4.32	0.31	0.44	0.13	0.0288	0.122	(A) FLT3 mutation
STYK1	12p13.2	0.95	1.25	0.74	0.89	-0.30	0.0288	0.122	(B) FLT3 non mutation
FGF9	13q12.11	0.04	0.07	0.08	0.15	-0.04	0.0289	0.122	(B) FLT3 non mutation
SNORD6	11q21	3.08	2.84	0.61	0.70	0.24	0.0289	0.122	(A) FLT3 mutation
IGLL1	22q11.23	5.24	4.39	2.18	2.44	0.85	0.0289	0.122	(A) FLT3 mutation
VGLL1	Xq26.3	0.01	0.02	0.02	0.06	-0.01	0.0289	0.122	(B) FLT3 non mutation
OASL	12q24.31	1.20	1.53	0.86	0.94	-0.33	0.0289	0.122	(B) FLT3 non mutation
SPEF2	5p13.2	1.21	1.42	0.57	0.52	-0.21	0.0289	0.122	(B) FLT3 non mutation
DDX12P	12p13.31	2.79	2.56	0.66	0.56	0.24	0.0289	0.122	(A) FLT3 mutation
TGM2	20q11.23	1.02	1.34	0.78	1.02	-0.32	0.0290	0.122	(B) FLT3 non mutation
LINC01011	6p25.2	1.74	1.54	0.53	0.48	0.20	0.0290	0.122	(A) FLT3 mutation
FOXD4L3	9q21.11	0.00	0.00	0.00	0.01	-0.00	0.0290	0.122	(B) FLT3 non mutation
FGF12	3q28-q29	0.01	0.06	0.02	0.26	-0.05	0.0290	0.122	(B) FLT3 non mutation
SYT12	11q13.2	0.01	0.02	0.02	0.08	-0.02	0.0290	0.122	(B) FLT3 non mutation
CNKSR1	1p36.11	0.85	1.06	0.55	0.57	-0.21	0.0290	0.122	(B) FLT3 non mutation
LRRC3B	3p24.1	0.01	0.05	0.04	0.17	-0.04	0.0290	0.122	(B) FLT3 non mutation
NBPF7P		0.07	0.10	0.07	0.09	-0.03	0.0290	0.122	(B) FLT3 non mutation
FDPS	1q22	5.50	5.40	0.25	0.31	0.10	0.0291	0.122	(A) FLT3 mutation
AQP2	12q13.12	0.00	0.01	0.00	0.05	-0.01	0.0291	0.122	(B) FLT3 non mutation
ATP2B1	12q21.33	4.25	4.01	0.58	0.72	0.23	0.0291	0.122	(A) FLT3 mutation
UQCC2	6p21.31	2.57	2.73	0.37	0.50	-0.15	0.0291	0.122	(B) FLT3 non mutation
GVINP1	11p15.4	2.44	2.77	0.87	0.89	-0.33	0.0291	0.123	(B) FLT3 non mutation
ACTG2	2p13.1	0.01	0.07	0.02	0.28	-0.06	0.0292	0.123	(B) FLT3 non mutation
AGK	7q34	3.60	3.44	0.42	0.37	0.15	0.0292	0.123	(A) FLT3 mutation
FTSJ3	17q23.3	4.43	4.32	0.29	0.35	0.11	0.0293	0.123	(A) FLT3 mutation
MAGEL2	15q11.2	0.02	0.07	0.10	0.22	-0.05	0.0293	0.123	(B) FLT3 non mutation
PRMT7	16q22.1	4.01	3.85	0.40	0.46	0.16	0.0293	0.123	(A) FLT3 mutation
RASSF9	12q21.31	0.02	0.05	0.05	0.14	-0.03	0.0293	0.123	(B) FLT3 non mutation
OR1G1	17p13.3	0.01	0.02	0.04	0.06	-0.02	0.0293	0.123	(B) FLT3 non mutation
MED13L	12q24.21	5.36	5.53	0.39	0.59	-0.17	0.0293	0.123	(B) FLT3 non mutation
CMYA5	5q14.1	0.14	0.17	0.06	0.14	-0.03	0.0293	0.123	(B) FLT3 non mutation
ABCC13	21q11.2	0.14	0.24	0.21	0.43	-0.11	0.0293	0.123	(B) FLT3 non mutation
MS4A1	11q12.2	2.30	2.67	0.98	1.02	-0.37	0.0293	0.123	(B) FLT3 non mutation
CLBA1	14q32.33	2.08	1.83	0.69	0.58	0.25	0.0293	0.123	(A) FLT3 mutation
HLA-F-AS1	6p22.1	1.39	1.63	0.58	0.79	-0.24	0.0294	0.123	(B) FLT3 non mutation
NANOS2	19q13.32	0.00	0.01	0.02	0.03	-0.01	0.0294	0.123	(B) FLT3 non mutation
DPT	1q24.2	0.01	0.03	0.03	0.07	-0.02	0.0294	0.123	(B) FLT3 non mutation
FCRL1	1q23.1	1.76	2.11	0.88	1.05	-0.35	0.0294	0.123	(B) FLT3 non mutation
DNMT3B	20q11.21	3.45	3.07	0.97	1.15	0.38	0.0294	0.123	(A) FLT3 mutation
TRPM6	9q21.13	0.08	0.14	0.14	0.20	-0.06	0.0295	0.123	(B) FLT3 non mutation
PRDM7	16q24.3	0.01	0.02	0.01	0.07	-0.01	0.0295	0.123	(B) FLT3 non mutation
OGG1	3p25.3	2.70	2.93	0.60	0.63	-0.23	0.0295	0.123	(B) FLT3 non mutation
TXNDC5	6p24.3	6.15	6.38	0.55	0.74	-0.23	0.0295	0.124	(B) FLT3 non mutation
HAAO	2p21	3.46	3.21	0.61	0.80	0.25	0.0295	0.124	(A) FLT3 mutation
PCDHA13	5q31.3	0.02	0.04	0.06	0.07	-0.02	0.0296	0.124	(B) FLT3 non mutation
MRPL14	6p21.1	3.85	4.01	0.41	0.48	-0.16	0.0296	0.124	(B) FLT3 non mutation
ZFYVE16	5q14.1	2.67	2.85	0.49	0.52	-0.19	0.0296	0.124	(B) FLT3 non mutation
FBXO41	2p13.2	4.08	3.90	0.47	0.55	0.19	0.0296	0.124	(A) FLT3 mutation
PROSER1	13q13.3	4.77	4.65	0.27	0.47	0.13	0.0296	0.124	(A) FLT3 mutation
MIOS	7p21.3	3.59	3.47	0.30	0.42	0.12	0.0296	0.124	(A) FLT3 mutation
ZKSCAN8P1		1.46	1.25	0.59	0.50	0.21	0.0296	0.124	(A) FLT3 mutation
BRD4	19p13.12	4.69	4.78	0.24	0.27	-0.09	0.0296	0.124	(B) FLT3 non mutation
TIMM22	17p13	3.41	3.31	0.22	0.36	0.10	0.0296	0.124	(A) FLT3 mutation
CHRNA3	15q25.1	0.15	0.23	0.15	0.30	-0.08	0.0297	0.124	(B) FLT3 non mutation
NCOA7	6q22.31-q22.32	3.58	3.90	0.87	0.86	-0.32	0.0297	0.124	(B) FLT3 non mutation
RAB33A	Xq26.1	1.06	1.32	0.70	0.72	-0.26	0.0297	0.124	(B) FLT3 non mutation
DYTN	2q33.3	1.62	1.28	0.93	0.89	0.35	0.0297	0.124	(A) FLT3 mutation
RRBP1	20p12.1	4.62	4.45	0.43	0.51	0.17	0.0297	0.124	(A) FLT3 mutation
SEC22A	3q21.1	2.80	2.67	0.35	0.31	0.13	0.0297	0.124	(A) FLT3 mutation
TRIM40	6p22.1	0.02	0.04	0.04	0.11	-0.02	0.0298	0.124	(B) FLT3 non mutation
SEL1L3	4p15.2	4.38	3.97	1.07	1.19	0.41	0.0298	0.124	(A) FLT3 mutation
ZNF580	19q13.42	3.93	3.73	0.54	0.53	0.20	0.0298	0.124	(A) FLT3 mutation
GRHL2	8q22.3	0.04	0.07	0.05	0.08	-0.02	0.0298	0.124	(B) FLT3 non mutation
SMIM29	6p21.31	3.19	2.97	0.59	0.53	0.22	0.0298	0.124	(A) FLT3 mutation
NARS1	18q21.31	5.76	5.66	0.23	0.39	0.11	0.0298	0.124	(A) FLT3 mutation
ETFA	15q24.2-q24.3	5.05	4.92	0.33	0.36	0.13	0.0298	0.124	(A) FLT3 mutation
TRIM67	1q42.2	0.03	0.05	0.02	0.11	-0.02	0.0298	0.124	(B) FLT3 non mutation
CBX7	22q13.1	2.58	2.81	0.58	0.68	-0.23	0.0299	0.124	(B) FLT3 non mutation
LAMP2	Xq24	5.20	5.05	0.41	0.40	0.15	0.0299	0.124	(A) FLT3 mutation
LEP	7q32.1	0.07	0.21	0.18	0.64	-0.14	0.0299	0.124	(B) FLT3 non mutation
PIRT	17p12	0.07	0.10	0.07	0.11	-0.03	0.0299	0.124	(B) FLT3 non mutation
SFTA3	14q13.3	0.00	0.00	0.00	0.01	-0.00	0.0299	0.124	(B) FLT3 non mutation
NOXO1	16p13.3	0.53	0.62	0.24	0.31	-0.10	0.0299	0.124	(B) FLT3 non mutation
TMEM223	11q12.3	3.74	3.60	0.36	0.33	0.13	0.0300	0.124	(A) FLT3 mutation
PAPOLB	7p22.1	0.02	0.04	0.03	0.09	-0.02	0.0300	0.125	(B) FLT3 non mutation
MFSD3	8q24.3	3.18	2.92	0.66	0.70	0.25	0.0300	0.125	(A) FLT3 mutation
MKNK1	1p33	5.10	4.90	0.55	0.55	0.21	0.0300	0.125	(A) FLT3 mutation
RIMKLA	1p34.2	0.33	0.23	0.28	0.20	0.10	0.0300	0.125	(A) FLT3 mutation
KAT2A	17q21.2	5.57	5.31	0.72	0.67	0.27	0.0300	0.125	(A) FLT3 mutation
HSPB2	11q23.1	0.05	0.08	0.06	0.11	-0.03	0.0301	0.125	(B) FLT3 non mutation
DHODH	16q22.2	2.96	2.80	0.44	0.40	0.16	0.0301	0.125	(A) FLT3 mutation
CT45A5	Xq26.3	0.73	0.28	1.28	0.95	0.45	0.0301	0.125	(A) FLT3 mutation
PRSS27	16p13.3	0.52	0.62	0.21	0.35	-0.10	0.0302	0.125	(B) FLT3 non mutation
CCL7	17q12	0.01	0.03	0.02	0.15	-0.03	0.0302	0.125	(B) FLT3 non mutation
PCGF5	10q23.32	3.04	3.24	0.56	0.55	-0.21	0.0302	0.125	(B) FLT3 non mutation
ALLC	2p25.3	0.00	0.01	0.01	0.03	-0.01	0.0302	0.125	(B) FLT3 non mutation
DHCR24	1p32.3	3.64	3.17	1.27	1.27	0.48	0.0302	0.125	(A) FLT3 mutation
GGT1	22q11.23	2.31	1.92	1.10	0.93	0.40	0.0303	0.125	(A) FLT3 mutation
OPTC	1q32.1	0.00	0.00	0.00	0.01	-0.00	0.0303	0.125	(B) FLT3 non mutation
SRD5A1	5p15.31	2.04	2.29	0.68	0.64	-0.25	0.0303	0.125	(B) FLT3 non mutation
FAM83A-AS1	8q24.13	0.45	0.23	0.65	0.36	0.22	0.0304	0.126	(A) FLT3 mutation
PSMC3IP	17q21.2	3.72	3.60	0.29	0.33	0.11	0.0304	0.126	(A) FLT3 mutation
MRAP2	6q14.2	0.02	0.09	0.04	0.36	-0.07	0.0304	0.126	(B) FLT3 non mutation
UCHL1	4p13	0.35	0.65	0.72	0.98	-0.30	0.0304	0.126	(B) FLT3 non mutation
LGALS4	19q13.2	0.78	0.92	0.36	0.45	-0.14	0.0305	0.126	(B) FLT3 non mutation
ZIC4	3q24	0.00	0.01	0.01	0.02	-0.00	0.0305	0.126	(B) FLT3 non mutation
PAK6-AS1		0.26	0.18	0.20	0.18	0.07	0.0305	0.126	(A) FLT3 mutation
ABCC9	12p12.1	0.08	0.16	0.17	0.23	-0.07	0.0306	0.126	(B) FLT3 non mutation
DLST	14q24.3	5.28	5.18	0.27	0.28	0.10	0.0306	0.126	(A) FLT3 mutation
NOVA2	19q13.32	0.02	0.04	0.05	0.07	-0.02	0.0306	0.126	(B) FLT3 non mutation
GABRQ	Xq28	0.00	0.04	0.01	0.19	-0.04	0.0306	0.126	(B) FLT3 non mutation
FHIP1B	11p15.4	4.56	4.40	0.40	0.50	0.16	0.0306	0.126	(A) FLT3 mutation
BBS7	4q27	1.86	1.72	0.37	0.41	0.14	0.0306	0.126	(A) FLT3 mutation
EMX2	10q26.11	0.02	0.15	0.05	0.64	-0.13	0.0306	0.126	(B) FLT3 non mutation
WDR77	1p13.2	4.39	4.27	0.34	0.30	0.12	0.0306	0.126	(A) FLT3 mutation
ELK1	Xp11.23	3.22	3.12	0.22	0.38	0.10	0.0307	0.126	(A) FLT3 mutation
TPSAB1	16p13.3	2.68	3.45	2.06	2.06	-0.77	0.0307	0.126	(B) FLT3 non mutation
STAT5B	17q21.2	5.16	5.33	0.44	0.45	-0.16	0.0307	0.127	(B) FLT3 non mutation
TMEM59L	19p13.11	0.01	0.03	0.02	0.08	-0.02	0.0307	0.127	(B) FLT3 non mutation
HMX3	10q26.13	0.02	0.18	0.07	0.81	-0.16	0.0307	0.127	(B) FLT3 non mutation
SLC8B1	12q24.13	4.11	3.92	0.49	0.52	0.18	0.0308	0.127	(A) FLT3 mutation
FZD3	8p21.1	0.48	0.76	0.70	0.84	-0.28	0.0308	0.127	(B) FLT3 non mutation
HMGN2P46	15q21.1	0.05	0.08	0.10	0.12	-0.04	0.0308	0.127	(B) FLT3 non mutation
EIF3A	10q26.11	6.57	6.41	0.45	0.44	0.17	0.0308	0.127	(A) FLT3 mutation
SRRM2	16p13.3	8.32	8.16	0.42	0.39	0.16	0.0308	0.127	(A) FLT3 mutation
DYNLT1	6q25.3	5.06	5.27	0.58	0.51	-0.21	0.0308	0.127	(B) FLT3 non mutation
CHGA	14q32.12	0.29	0.39	0.26	0.28	-0.10	0.0308	0.127	(B) FLT3 non mutation
PIGM	1q23.2	3.52	3.33	0.53	0.49	0.19	0.0308	0.127	(A) FLT3 mutation
L3MBTL2	22q13.2	4.03	3.94	0.22	0.30	0.09	0.0308	0.127	(A) FLT3 mutation
SKIC2		4.31	4.19	0.29	0.37	0.12	0.0309	0.127	(A) FLT3 mutation
UQCRC1	3p21.31	6.06	5.89	0.45	0.54	0.18	0.0309	0.127	(A) FLT3 mutation
MIR9-1HG	1q22	0.01	0.05	0.02	0.19	-0.04	0.0309	0.127	(B) FLT3 non mutation
EFL1	15q25.2	3.40	3.28	0.32	0.36	0.12	0.0309	0.127	(A) FLT3 mutation
BMP4	14q22.2	0.16	0.33	0.42	0.54	-0.17	0.0309	0.127	(B) FLT3 non mutation
CLTA	9p13.3	5.19	5.07	0.31	0.35	0.12	0.0309	0.127	(A) FLT3 mutation
ABCC8	11p15.1	0.04	0.13	0.15	0.41	-0.09	0.0309	0.127	(B) FLT3 non mutation
NGF	1p13.2	0.00	0.01	0.01	0.05	-0.01	0.0309	0.127	(B) FLT3 non mutation
URGCP	7p13	2.65	2.52	0.34	0.40	0.13	0.0309	0.127	(A) FLT3 mutation
ANGPTL5	11q22.1	0.01	0.02	0.02	0.04	-0.01	0.0310	0.127	(B) FLT3 non mutation
TMCO3	13q34	4.66	4.48	0.47	0.53	0.18	0.0310	0.127	(A) FLT3 mutation
ZBTB34	9q33.3	3.73	3.59	0.36	0.45	0.14	0.0310	0.127	(A) FLT3 mutation
RNF113A	Xq24	3.89	3.76	0.34	0.37	0.13	0.0310	0.127	(A) FLT3 mutation
MAGI1	3p14.1	0.04	0.13	0.11	0.41	-0.09	0.0310	0.127	(B) FLT3 non mutation
PTH	11p15.3	0.02	0.04	0.04	0.11	-0.02	0.0310	0.127	(B) FLT3 non mutation
SARAF	8p12	7.12	7.24	0.30	0.37	-0.12	0.0311	0.127	(B) FLT3 non mutation
PHPT1	9q34.3	4.42	4.20	0.54	0.71	0.22	0.0311	0.127	(A) FLT3 mutation
F2RL3	19p13.11	0.28	0.40	0.22	0.53	-0.12	0.0311	0.127	(B) FLT3 non mutation
NT5C2	10q24.32-q24.33	5.83	5.72	0.26	0.38	0.11	0.0311	0.128	(A) FLT3 mutation
COL10A1	6q22.1	0.32	0.41	0.19	0.31	-0.09	0.0312	0.128	(B) FLT3 non mutation
FGGY	1p32.1	1.35	1.21	0.36	0.40	0.14	0.0312	0.128	(A) FLT3 mutation
LAMA2	6q22.33	0.05	0.10	0.04	0.24	-0.05	0.0312	0.128	(B) FLT3 non mutation
TRIM35	8p21.2	3.08	2.97	0.29	0.34	0.11	0.0312	0.128	(A) FLT3 mutation
HCG4	6p22.1	0.19	0.32	0.28	0.51	-0.13	0.0313	0.128	(B) FLT3 non mutation
CIART	1q21.2	0.18	0.24	0.13	0.19	-0.06	0.0313	0.128	(B) FLT3 non mutation
DIS3L	15q22.31	4.54	4.39	0.42	0.36	0.15	0.0314	0.128	(A) FLT3 mutation
KCNJ9	1q23.2	0.19	0.24	0.12	0.15	-0.05	0.0314	0.128	(B) FLT3 non mutation
GNE	9p13.3	3.57	3.48	0.25	0.26	0.09	0.0314	0.128	(A) FLT3 mutation
SUSD4	1q41	0.12	0.18	0.16	0.21	-0.06	0.0314	0.128	(B) FLT3 non mutation
VPREB3	22q11.23	1.03	1.32	0.72	0.89	-0.29	0.0314	0.128	(B) FLT3 non mutation
PPWD1	5q12.3	4.71	4.59	0.34	0.36	0.13	0.0314	0.128	(A) FLT3 mutation
RUNDC3B	7q21.12	0.19	0.25	0.17	0.22	-0.07	0.0314	0.128	(B) FLT3 non mutation
CBX3	7p15.2	6.33	6.16	0.42	0.55	0.17	0.0315	0.128	(A) FLT3 mutation
DYRK2	12q15	2.98	3.14	0.41	0.51	-0.16	0.0315	0.128	(B) FLT3 non mutation
RNF41	12q13.3	4.45	4.37	0.22	0.23	0.08	0.0315	0.129	(A) FLT3 mutation
PCDHAC2	5q31.3	0.02	0.04	0.06	0.06	-0.02	0.0315	0.129	(B) FLT3 non mutation
ICAM1	19p13.2	2.99	3.35	0.99	0.99	-0.37	0.0315	0.129	(B) FLT3 non mutation
CA14	1q21.2	0.97	1.09	0.31	0.34	-0.12	0.0315	0.129	(B) FLT3 non mutation
LBX2-AS1	2p13.1	1.43	1.67	0.61	0.71	-0.24	0.0316	0.129	(B) FLT3 non mutation
CCKBR	11p15.4	0.00	0.02	0.01	0.06	-0.01	0.0316	0.129	(B) FLT3 non mutation
IQCF2	3p21.2	0.00	0.01	0.01	0.02	-0.00	0.0316	0.129	(B) FLT3 non mutation
PDE5A	4q26	1.02	1.16	0.33	0.54	-0.15	0.0317	0.129	(B) FLT3 non mutation
FLRT2	14q31.3	0.07	0.12	0.14	0.17	-0.05	0.0317	0.129	(B) FLT3 non mutation
BRD3OS	9q34.2	2.43	2.25	0.46	0.54	0.18	0.0317	0.129	(A) FLT3 mutation
ZNF684	1p34.2	2.02	1.87	0.42	0.39	0.15	0.0317	0.129	(A) FLT3 mutation
FOXRED1	11q24.2	3.63	3.47	0.43	0.40	0.16	0.0317	0.129	(A) FLT3 mutation
RANGRF	17p13.1	4.25	4.09	0.37	0.54	0.16	0.0317	0.129	(A) FLT3 mutation
BAMBI	10p12.1	0.53	0.76	0.55	0.83	-0.24	0.0317	0.129	(B) FLT3 non mutation
PDF	16q22.1	4.02	3.89	0.34	0.35	0.13	0.0317	0.129	(A) FLT3 mutation
SP110	2q37.1	4.48	4.68	0.51	0.54	-0.19	0.0317	0.129	(B) FLT3 non mutation
RNF216	7p22.1	3.72	3.80	0.20	0.30	-0.09	0.0318	0.129	(B) FLT3 non mutation
ELL2	5q15	2.32	2.64	0.82	0.95	-0.32	0.0318	0.129	(B) FLT3 non mutation
OR2M2	1q44	0.02	0.04	0.04	0.08	-0.02	0.0319	0.130	(B) FLT3 non mutation
TLK1	2q31.1	3.91	4.08	0.45	0.43	-0.17	0.0319	0.130	(B) FLT3 non mutation
PYY	17q21.31	0.02	0.04	0.04	0.08	-0.02	0.0319	0.130	(B) FLT3 non mutation
MLXIPL	7q11.23	0.33	0.11	0.68	0.19	0.22	0.0320	0.130	(A) FLT3 mutation
ZNF2	2q11.1	1.55	1.41	0.40	0.36	0.14	0.0320	0.130	(A) FLT3 mutation
PCNX2	1q42.2	1.37	1.66	0.73	0.84	-0.28	0.0320	0.130	(B) FLT3 non mutation
GDE1	16p12.3	4.92	4.80	0.29	0.35	0.11	0.0321	0.130	(A) FLT3 mutation
GABRR2	6q15	0.98	1.19	0.50	0.68	-0.20	0.0321	0.130	(B) FLT3 non mutation
GCKR	2p23.3	0.02	0.08	0.05	0.26	-0.05	0.0321	0.130	(B) FLT3 non mutation
TMEM198	2q35	0.16	0.26	0.25	0.34	-0.10	0.0321	0.130	(B) FLT3 non mutation
PRRC1	5q23.2	3.63	3.47	0.44	0.46	0.16	0.0321	0.130	(A) FLT3 mutation
STAP2	19p13.3	0.50	0.66	0.42	0.46	-0.16	0.0321	0.130	(B) FLT3 non mutation
SUDS3	12q24.23	3.93	3.82	0.31	0.28	0.11	0.0321	0.130	(A) FLT3 mutation
TFG	3q12.2	5.22	5.12	0.28	0.28	0.10	0.0322	0.130	(A) FLT3 mutation
EPB41L1	20q11.23	0.14	0.22	0.20	0.24	-0.08	0.0322	0.130	(B) FLT3 non mutation
PYCARD	16p11.2	5.80	5.50	0.82	0.81	0.30	0.0322	0.130	(A) FLT3 mutation
SLC2A1	1p34.2	3.81	4.11	0.69	1.04	-0.30	0.0322	0.131	(B) FLT3 non mutation
SRA1	5q31.3	4.03	3.87	0.39	0.53	0.16	0.0323	0.131	(A) FLT3 mutation
LMOD2	7q31.32	0.44	0.58	0.35	0.45	-0.14	0.0323	0.131	(B) FLT3 non mutation
CARS1	11p15.4	4.06	3.95	0.24	0.36	0.10	0.0324	0.131	(A) FLT3 mutation
